timestamp,close,fast_ma,slow_ma,signal
2024-03-26 13:49:00,521.19,521.1252000000001,521.109625,BUY
2024-03-26 13:54:00,520.955,521.07538,521.08099,SELL
2024-03-26 13:58:00,521.14,521.081,521.077505,BUY
2024-03-26 14:14:00,521.33,521.24702,521.25776,SELL
2024-03-26 14:15:00,521.275,521.2740200000001,521.26951,BUY
2024-03-26 14:28:00,521.19,521.292,521.318755,SELL
2024-03-26 14:43:00,521.175,521.077,521.071365,BUY
2024-03-26 14:52:00,521.08,521.01898,521.031455,SELL
2024-03-26 14:53:00,521.13,521.0530000000001,521.0437049999999,BUY
2024-03-26 15:14:00,521.215,521.23902,521.2461599999999,SELL
2024-03-26 15:21:00,521.285,521.23502,521.22999,BUY
2024-03-26 15:33:00,521.285,521.25898,521.268125,SELL
2024-03-26 15:51:00,521.3601,521.21102,521.20275,BUY
2024-03-26 16:05:00,521.2,521.27998,521.304065,SELL
2024-03-26 16:31:00,521.0779,521.08156,521.080905,BUY
2024-03-26 16:34:00,520.97,521.0335600000001,521.0551499999999,SELL
2024-03-26 16:50:00,521.017,520.97738,520.9756649999999,BUY
2024-03-26 16:53:00,520.885,520.9404000000001,520.9565249999999,SELL
2024-03-26 17:07:00,520.9901,520.9294600000001,520.9004600000001,BUY
2024-03-26 17:19:00,520.825,520.87,520.895565,SELL
2024-03-26 17:31:00,520.9151,520.85502,520.8547550000001,BUY
2024-03-26 17:40:00,520.81,520.8488,520.854455,SELL
2024-03-26 17:57:00,520.725,520.7149999999999,520.704885,BUY
2024-03-26 18:13:00,520.81,520.7855599999999,520.793825,SELL
2024-03-26 18:15:00,520.9099,520.8187399999999,520.80657,BUY
2024-03-26 18:40:00,520.8,520.89562,520.9315899999999,SELL
2024-03-26 18:54:00,520.83,520.802,520.800635,BUY
2024-03-26 19:04:00,520.77,520.778,520.79618,SELL
2024-03-27 13:30:00,521.52,519.28292,519.191035,BUY
2024-03-27 13:54:00,521.03,521.386,521.458865,SELL
2024-03-27 14:18:00,520.285,520.278,520.22362,BUY
2024-03-27 14:23:00,519.88,520.05602,520.127375,SELL
2024-03-27 14:34:00,520.194,520.11002,520.068,BUY
2024-03-27 14:45:00,520.05,520.08518,520.10079,SELL
2024-03-27 15:01:00,519.86,519.8810000000001,519.86938,BUY
2024-03-27 15:03:00,519.8201,519.84672,519.849265,SELL
2024-03-27 15:04:00,519.85,519.84772,519.845015,BUY
2024-03-27 15:05:00,519.835,519.83272,519.8342650000001,SELL
2024-03-27 15:07:00,519.925,519.8410200000001,519.824515,BUY
2024-03-27 15:25:00,519.91,519.942,519.94505,SELL
2024-03-27 15:26:00,519.98,519.962,519.9553,BUY
2024-03-27 15:27:00,519.99,519.954,519.9585500000001,SELL
2024-03-27 15:39:00,519.855,519.8444,519.831835,BUY
2024-03-27 15:53:00,519.82,519.85654,519.87687,SELL
2024-03-27 16:18:00,519.815,519.677,519.65828,BUY
2024-03-27 17:00:00,520.17,520.31582,520.3284000000001,SELL
2024-03-27 17:18:00,520.21,520.125,520.123315,BUY
2024-03-27 17:37:00,520.34,520.32222,520.3260700000001,SELL
2024-03-27 18:13:00,520.245,520.1572,520.1484849999999,BUY
2024-03-27 18:35:00,520.54,520.72,520.722425,SELL
2024-03-27 19:04:00,520.428,520.3936,520.367895,BUY
2024-03-27 19:11:00,519.98,520.27798,520.326195,SELL
2024-03-27 19:24:00,520.5005,520.2441,520.1925650000001,BUY
2024-03-28 13:59:00,523.24,523.31,523.345655,SELL
2024-03-28 14:02:00,523.63,523.397,523.3929049999999,BUY
2024-03-28 14:09:00,523.25,523.39,523.415505,SELL
2024-03-28 14:28:00,523.2899,523.164,523.124375,BUY
2024-03-28 15:03:00,523.31,523.4019999999999,523.4021049999999,SELL
2024-03-28 15:05:00,523.575,523.421,523.4118550000001,BUY
2024-03-28 15:07:00,523.25,523.392,523.4125099999999,SELL
2024-03-28 15:16:00,523.5,523.3889800000001,523.3665,BUY
2024-03-28 15:36:00,523.415,523.5260000000001,523.5448749999999,SELL
2024-03-28 15:51:00,523.55,523.482,523.4455,BUY
2024-03-28 16:04:00,523.485,523.4870000000001,523.50252,SELL
2024-03-28 16:29:00,523.47,523.3528,523.320695,BUY
2024-03-28 16:32:00,523.19,523.2868,523.300695,SELL
2024-03-28 16:48:00,523.25,523.229,523.22675,BUY
2024-03-28 17:01:00,523.145,523.2262000000001,523.2426350000001,SELL
2024-03-28 17:03:00,523.3,523.2450000000001,523.242135,BUY
2024-03-28 17:04:00,523.244,523.2238,523.244585,SELL
2024-03-28 17:05:00,523.44,523.2698,523.259085,BUY
